DEPNO,Names,URL,Class,Subclass,Commodity,Jurisdictn,Latitude,Longitude,DBNAME,COMPBY,RELDATE,RASTERVALU,OGF_ID,CLASS_SUBT,CLASS_SU_1,MDI_IDENT,DEPOSIT_ST,LOCATION_M,POINT_LOCA,RESIDENT_G,UTM_HORIZO,UTM_ZONE,UTM_EASTIN,UTM_NORTHI,CREATE_DAT,CREATE_GEO,REVISION_G,OLD_MDI_ID,SMDR_IDENT,AMIS_IDENT,RELATED_DE,DEPOSIT_AC,SOURCE_MAP,SOURCE_M_1,SOURCE_M_2,MINING_DIV,MDI_RECORD,GEOMETRY_U,EFFECTIVE_,NAME,P_COMMOD,S_COMMOD,TWP_AREA,DEP_CLASS,DETAIL,STATUS,ALL_NAMES,layer,path,AREA,PERIMETER,GEOLOWLAND,GEOLOWLA_1,FEATURE,TYPE_ALL,TYPE_P,TYPE_S,TYPE_T,UNITNAME_P,ROCKTYPE_P,STRAT_P,SUPEREON_P,EON_P,ERA_P,PERIOD_P,EPOCH_P,PROVINCE_P,TECTZONE_P,OROGEN_P,SUT_GAB_P,join_FEATU,join_TYPE,join_LABEL,join_SUTTO,Dist2Geoli,join_FNODE,join_TNODE,join_LPOLY,join_RPOLY,join_LENGT,join_FLTSU,join_FLT_1,join_SYMBO,join_COMP,join_DXF_L,join_COUNT,join_ENGDE,join_NAME,join_PAYS,join_FREDE,join_NOM,Dist2Fault,join_OBJEC,join_grid_,join_col_i,join_row_i,join_Long_,join_Lat_E,join_Cou_1,join_Provi,join_Regio,join_GL_Pr,join_GL_Pe,join_GL_Ag,join_GL_Li,join_GL__1,join_GL_Fa,join_Seis_,join_SV_50,join_SV_10,join_SV_15,join_SV_20,join_Sei_1,join_GL_Te,join_MW_5k,join_MW_10,join_MW_15,join_MW_20,join_MW_25,join_MW_30,join_GW_5k,join_GW_10,join_GW_15,join_GW_20,join_GW_25,join_GW_30,join_MG_Ti,join_MG__1,join_MG_1V,join_MG__2,join_MG_HG,join_MG__3,join_MG_RM,join_MG__4,join_GV_1V,join_GV__1,join_GV_HG,join_GV__2,join_GV_Bo,join_GV__3,join_Rad_K,join_Rad_T,join_Rad_U,join_Gchem,join_Gch_1,join_Gch_2,join_Gch_3,join_Gch_4,join_Train,join_Min_O,join_Min_1,join_Prosp,join_Pro_1,join_Pro_2,join_Pro_3,join_GL__2,join_Area_,Dist2Crust,OBJECTID,F_CODE,F_CODE_DES,NAM,NA2,NA2_DESCRI,NA3,NA3_DESCRI,Shape_Leng,Shape_Area,GRAVONT_1,GRAVONT_2,GRAVONT_3,ONGRAVTY_1,ONGRV1VD_1,ONMAG1VD_1,ONMAGONL_1,MAGONT_1,MAGONT_2,MAGONT_3
"467",Chicago,.\dp\dp467.html,magmatic,basal sulphide,"Ni; Cu",Canada (Ontario),"46.43306000000","-81.46500000000",World Ni-Cu-PGE-Cr Deposits,"D. J. Good, O. R. Eckstrand, A. Yakubchuk, and Q. Gall",2015-09-30,"0.90900000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan,C:/Users/juanf/OneDrive/Documents/Project on Nickel Deposits Prediction/Bld_ai/Bld_ai/qgis_ontario_dataset_hyphotesis1_model - updated/NewCreatedLayers/Layer1/1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan.shp,"0.00064309756","0.16559545976","18140","10141",GEOLOGICAL UNIT,17b,17b,,,Mafic and ultramafic intrusive rocks and mafic dikes,"Gabbro, anorthosite",Huronian Supergroup (2.2 Ga to 2450 Ma),PRECAMBRIAN (0.542 Ga to <3.85 Ga),PROTEROZOIC (0.542 Ga to 2.50 Ga),PALEOPROTEROZOIC (1.6 Ga to 2.5 Ga),,,SOUTHERN and SUPERIOR,,,,"FAULT, UNKNOWN HORIZONTAL COMPONENT, TREND, INTERPRETED, UNKNOWN GENERATION",MFTUXTI,,,"313.509672980779726","3376","3452","0","0","92712.406000000002678","59","59","30",K. D. Card,unclass_flt,Canada,unclassified fault,,Canada,faille de nature non dÄfinie,,"4389.264111791276264","8513.000000000000000","145640","740","127","1043421","-174679",Canada,Ontario,Eastern Canada,Southern Province,Paleoproterozoic,"1716","mafic intrusive rocks-diorite, gabbro",volcanic mix mod,"4280","175","5.072000000000000","7.580000000000000","4.041000000000002","1.818000000000000","39","37129","0","2000","2000","2000","7301","12325","13536","15696","18000","19715","31232","28702","-0.041740000000000","-0.041740000000000","0.035880000000000","0.031320000000000","0.139720000000000","0.139720000000000","413.572020000000009","409.020399999999995","0.001090000000000","0.001310000000000","0.001620000000000","0.002060000000000","-28.068370000000002","-30.428920000000002","1.1271","4.31162","1.13777","0.09635","0.40528","0.43165","0.57551","0.43426",Train,Mineral,"1","0.520000000000000","6.335000000000000","4.172000000000000","0.909000000000000","10","25.000000000000000","778.583061723565152","4259",FA001,Administrative Area,ONTARIO,CA,Canada,N,North America,"68.833907237836655","135.632027116610800","255","0","55","-5944.000000000000000","16.000000000000000","-38.000000000000000","-9684.000000000000000","255","0","140"
"479",Clarabelle pit,.\dp\dp479.html,magmatic,"meteorite impact association; Sudbury contact-type; basal sulphide - impact melt","Ni; Cu; pge",Canada (Ontario),"46.49306000000","-81.07306000000",World Ni-Cu-PGE-Cr Deposits,"D. J. Good, O. R. Eckstrand, A. Yakubchuk, and Q. Gall",2015-09-30,"0.95100000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan,C:/Users/juanf/OneDrive/Documents/Project on Nickel Deposits Prediction/Bld_ai/Bld_ai/qgis_ontario_dataset_hyphotesis1_model - updated/NewCreatedLayers/Layer1/1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan.shp,"0.00492195177","0.67011435803","17769","9850",GEOLOGICAL UNIT,18c,18c,,,Volcanic rocks,"Mafic, intermediate and felsic metavolcanic rocks, intercalated metasedimentary rocks and epiclastic rocks","Huronian Supergroup (2.2 Ga to 2450 Ma); Elliot Lake Group",PRECAMBRIAN (0.542 Ga to <3.85 Ga),PROTEROZOIC (0.542 Ga to 2.50 Ga),PALEOPROTEROZOIC (1.6 Ga to 2.5 Ga),,,SOUTHERN and SUPERIOR,,,,"CONTACT, SHARP, TREND, INTERPRETED",MCTGLSTI,,,"4.688689039664650","3376","3452","0","0","92712.406000000002678","59","59","30",K. D. Card,unclass_flt,Canada,unclassified fault,,Canada,faille de nature non dÄfinie,,"5419.004471017380638","8883.000000000000000","147946","746","129","1073421","-164679",Canada,Ontario,Eastern Canada,Southern Province,Paleoproterozoic,"1967",undivided sedimentary rocks,seds mix low,"2211","178","5.186000000000000","7.391000000000000","3.848000000000000","1.710000000000000","39","14772","4828","4000","2000","2000","2000","16155","8472","18485","18485","6000","8472","16246","-0.446840000000000","-0.446840000000000","0.012340000000000","0.009840000000000","0.242190000000000","0.242190000000000","115.056560000000005","115.606639999999999","0.000680000000000","0.000840000000000","0.000980000000000","0.001060000000000","-28.866090000000000","-30.524950000000000","1.19655","5.833","1.31236","2.28066","3.7434","0.57402","-0.10551","3.70246",Train,Barren,NA,"0.429000000000000","3.672000000000000","5.881000000000000","0.951000000000000","6","25.000000000000000","2842.816707661349938","4259",FA001,Administrative Area,ONTARIO,CA,Canada,N,North America,"68.833907237836655","135.632027116610800","255","0","55","-5608.000000000000000","11.000000000000000","78.000000000000000","-9829.000000000000000","255","85","0"
"466",Coleman,.\dp\dp466.html,magmatic-hydrothermal,"meteorite impact association; Sudbury contact-type to footwall-type","Ni; Cu; pge",Canada (Ontario),"46.67500000000","-81.33806000000",World Ni-Cu-PGE-Cr Deposits,"D. J. Good, O. R. Eckstrand, A. Yakubchuk, and Q. Gall",2015-09-30,"0.81900000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan,C:/Users/juanf/OneDrive/Documents/Project on Nickel Deposits Prediction/Bld_ai/Bld_ai/qgis_ontario_dataset_hyphotesis1_model - updated/NewCreatedLayers/Layer1/1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan.shp,"0.00097660143","0.26780408060","17480","9629",GEOLOGICAL UNIT,29b,29b,,,Sudbury Igneous Complex (1850 Ma),"Norite-gabbro, quartz norite, sublayer and offset rocks",,PRECAMBRIAN (0.542 Ga to <3.85 Ga),PROTEROZOIC (0.542 Ga to 2.50 Ga),PALEOPROTEROZOIC (1.6 Ga to 2.5 Ga),,,SOUTHERN and SUPERIOR,,,,"CONTACT, SHARP, TREND, INTERPRETED",MCTGLSTI,,,"375.107341977605586","3069","3377","0","0","113066.633000000001630","201","201","30",K. D. Card,unclass_flt,Canada,unclassified fault,,Canada,faille de nature non dÄfinie,,"4435.177792984150074","9670.000000000000000","152541","741","133","1048421","-144679",Canada,Ontario,Eastern Canada,Superior Province,Neoarchean,"2650",tonalite,gneiss mix,"2645","175","5.098000000000000","7.420000000000000","3.996000000000000","1.819000000000000","39","46083","4000","4000","8944","26833","28844","29120","0","4000","4000","4000","8000","8000","0.539630000000000","0.539630000000000","0.207080000000000","0.221010000000000","0.331730000000000","0.331730000000000","929.692310000000020","951.787630000000036","0.000670000000000","0.000830000000000","0.001400000000000","0.001870000000000","-42.580629999999999","-41.154119999999999","1.16001","4.52587","0.52417","-0.26227","0.20784","-0.92371","-0.11353","0.03383",Train,Barren,NA,"0.363000000000000","7.133000000000000","4.436000000000000","0.819000000000000","1","25.000000000000000","2385.550805232162929","4259",FA001,Administrative Area,ONTARIO,CA,Canada,N,North America,"68.833907237836655","135.632027116610800","255","137","0","-7449.000000000000000","17.000000000000000","131.000000000000000","-8991.000000000000000","255","159","255"
"482",Copper Cliff,.\dp\dp482.html,magmatic,"meteorite impact association; Sudbury offset-type","Ni; Cu; pge",Canada (Ontario),"46.47583000000","-81.06890000000",World Ni-Cu-PGE-Cr Deposits,"D. J. Good, O. R. Eckstrand, A. Yakubchuk, and Q. Gall",2015-09-30,"0.95100000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan,C:/Users/juanf/OneDrive/Documents/Project on Nickel Deposits Prediction/Bld_ai/Bld_ai/qgis_ontario_dataset_hyphotesis1_model - updated/NewCreatedLayers/Layer1/1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan.shp,"0.00492195177","0.67011435803","17769","9850",GEOLOGICAL UNIT,18c,18c,,,Volcanic rocks,"Mafic, intermediate and felsic metavolcanic rocks, intercalated metasedimentary rocks and epiclastic rocks","Huronian Supergroup (2.2 Ga to 2450 Ma); Elliot Lake Group",PRECAMBRIAN (0.542 Ga to <3.85 Ga),PROTEROZOIC (0.542 Ga to 2.50 Ga),PALEOPROTEROZOIC (1.6 Ga to 2.5 Ga),,,SOUTHERN and SUPERIOR,,,,"CONTACT, SHARP, TREND, INTERPRETED",MCTGLSTI,,,"255.207610975163988","3376","3452","0","0","92712.406000000002678","59","59","30",K. D. Card,unclass_flt,Canada,unclassified fault,,Canada,faille de nature non dÄfinie,,"3468.478622433814508","8883.000000000000000","147946","746","129","1073421","-164679",Canada,Ontario,Eastern Canada,Southern Province,Paleoproterozoic,"1967",undivided sedimentary rocks,seds mix low,"2211","178","5.186000000000000","7.391000000000000","3.848000000000000","1.710000000000000","39","14772","4828","4000","2000","2000","2000","16155","8472","18485","18485","6000","8472","16246","-0.446840000000000","-0.446840000000000","0.012340000000000","0.009840000000000","0.242190000000000","0.242190000000000","115.056560000000005","115.606639999999999","0.000680000000000","0.000840000000000","0.000980000000000","0.001060000000000","-28.866090000000000","-30.524950000000000","1.19655","5.833","1.31236","2.28066","3.7434","0.57402","-0.10551","3.70246",Train,Barren,NA,"0.429000000000000","3.672000000000000","5.881000000000000","0.951000000000000","6","25.000000000000000","1030.360174817850066","4259",FA001,Administrative Area,ONTARIO,CA,Canada,N,North America,"68.833907237836655","135.632027116610800","255","0","0","-5904.000000000000000","10.000000000000000","-51.000000000000000","-9939.000000000000000","255","170","0"
"483",Copper Cliff No. 1,.\dp\dp483.html,magmatic,"meteorite impact association; Sudbury offset-type","Ni; Cu; pge",Canada (Ontario),"46.47000000000","-81.07611000000",World Ni-Cu-PGE-Cr Deposits,"D. J. Good, O. R. Eckstrand, A. Yakubchuk, and Q. Gall",2015-09-30,"0.95100000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan,C:/Users/juanf/OneDrive/Documents/Project on Nickel Deposits Prediction/Bld_ai/Bld_ai/qgis_ontario_dataset_hyphotesis1_model - updated/NewCreatedLayers/Layer1/1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan.shp,"0.00053028653","0.14711075803","18039","13073",GEOLOGICAL UNIT,18a,18a,,,,"Siltstone, wacke, argillite","Huronian Supergroup (2.2 Ga to 2450 Ma); Elliot Lake Group; McKim Formation",PRECAMBRIAN (0.542 Ga to <3.85 Ga),PROTEROZOIC (0.542 Ga to 2.50 Ga),PALEOPROTEROZOIC (1.6 Ga to 2.5 Ga),,,SOUTHERN and SUPERIOR,,,,"CONTACT, SHARP, TREND, INTERPRETED",MCTGLSTI,,,"112.086745600756529","3376","3452","0","0","92712.406000000002678","59","59","30",K. D. Card,unclass_flt,Canada,unclassified fault,,Canada,faille de nature non dÄfinie,,"2989.352831210523163","8883.000000000000000","147946","746","129","1073421","-164679",Canada,Ontario,Eastern Canada,Southern Province,Paleoproterozoic,"1967",undivided sedimentary rocks,seds mix low,"2211","178","5.186000000000000","7.391000000000000","3.848000000000000","1.710000000000000","39","14772","4828","4000","2000","2000","2000","16155","8472","18485","18485","6000","8472","16246","-0.446840000000000","-0.446840000000000","0.012340000000000","0.009840000000000","0.242190000000000","0.242190000000000","115.056560000000005","115.606639999999999","0.000680000000000","0.000840000000000","0.000980000000000","0.001060000000000","-28.866090000000000","-30.524950000000000","1.19655","5.833","1.31236","2.28066","3.7434","0.57402","-0.10551","3.70246",Train,Barren,NA,"0.429000000000000","3.672000000000000","5.881000000000000","0.951000000000000","6","25.000000000000000","1323.940256919251624","4259",FA001,Administrative Area,ONTARIO,CA,Canada,N,North America,"68.833907237836655","135.632027116610800","255","0","55","-5904.000000000000000","10.000000000000000","4.000000000000000","-9925.000000000000000","255","157","0"
"481",Copper Cliff No.2,.\dp\dp481.html,magmatic,"meteorite impact association; Sudbury offset-type","Ni; Cu; pge",Canada (Ontario),"46.48194000000","-81.06694000000",World Ni-Cu-PGE-Cr Deposits,"D. J. Good, O. R. Eckstrand, A. Yakubchuk, and Q. Gall",2015-09-30,"0.95100000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan,C:/Users/juanf/OneDrive/Documents/Project on Nickel Deposits Prediction/Bld_ai/Bld_ai/qgis_ontario_dataset_hyphotesis1_model - updated/NewCreatedLayers/Layer1/1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan.shp,"0.00492195177","0.67011435803","17769","9850",GEOLOGICAL UNIT,18c,18c,,,Volcanic rocks,"Mafic, intermediate and felsic metavolcanic rocks, intercalated metasedimentary rocks and epiclastic rocks","Huronian Supergroup (2.2 Ga to 2450 Ma); Elliot Lake Group",PRECAMBRIAN (0.542 Ga to <3.85 Ga),PROTEROZOIC (0.542 Ga to 2.50 Ga),PALEOPROTEROZOIC (1.6 Ga to 2.5 Ga),,,SOUTHERN and SUPERIOR,,,,"CONTACT, SHARP, TREND, INTERPRETED",MCTGLSTI,,,"505.743771620637517","3376","3452","0","0","92712.406000000002678","59","59","30",K. D. Card,unclass_flt,Canada,unclassified fault,,Canada,faille de nature non dÄfinie,,"4088.009320949539870","8883.000000000000000","147946","746","129","1073421","-164679",Canada,Ontario,Eastern Canada,Southern Province,Paleoproterozoic,"1967",undivided sedimentary rocks,seds mix low,"2211","178","5.186000000000000","7.391000000000000","3.848000000000000","1.710000000000000","39","14772","4828","4000","2000","2000","2000","16155","8472","18485","18485","6000","8472","16246","-0.446840000000000","-0.446840000000000","0.012340000000000","0.009840000000000","0.242190000000000","0.242190000000000","115.056560000000005","115.606639999999999","0.000680000000000","0.000840000000000","0.000980000000000","0.001060000000000","-28.866090000000000","-30.524950000000000","1.19655","5.833","1.31236","2.28066","3.7434","0.57402","-0.10551","3.70246",Train,Barren,NA,"0.429000000000000","3.672000000000000","5.881000000000000","0.951000000000000","6","25.000000000000000","1507.579868338591723","4259",FA001,Administrative Area,ONTARIO,CA,Canada,N,North America,"68.833907237836655","135.632027116610800","255","0","55","-5882.000000000000000","10.000000000000000","-33.000000000000000","-9936.000000000000000","255","148","0"
"480",Copper Cliff North,.\dp\dp480.html,magmatic,"meteorite impact association; Sudbury offset-type","Ni; Cu; pge",Canada (Ontario),"46.49306000000","-81.07306000000",World Ni-Cu-PGE-Cr Deposits,"D. J. Good, O. R. Eckstrand, A. Yakubchuk, and Q. Gall",2015-09-30,"0.95100000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan,C:/Users/juanf/OneDrive/Documents/Project on Nickel Deposits Prediction/Bld_ai/Bld_ai/qgis_ontario_dataset_hyphotesis1_model - updated/NewCreatedLayers/Layer1/1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan.shp,"0.00492195177","0.67011435803","17769","9850",GEOLOGICAL UNIT,18c,18c,,,Volcanic rocks,"Mafic, intermediate and felsic metavolcanic rocks, intercalated metasedimentary rocks and epiclastic rocks","Huronian Supergroup (2.2 Ga to 2450 Ma); Elliot Lake Group",PRECAMBRIAN (0.542 Ga to <3.85 Ga),PROTEROZOIC (0.542 Ga to 2.50 Ga),PALEOPROTEROZOIC (1.6 Ga to 2.5 Ga),,,SOUTHERN and SUPERIOR,,,,"CONTACT, SHARP, TREND, INTERPRETED",MCTGLSTI,,,"4.688689039664650","3376","3452","0","0","92712.406000000002678","59","59","30",K. D. Card,unclass_flt,Canada,unclassified fault,,Canada,faille de nature non dÄfinie,,"5419.004471017380638","8883.000000000000000","147946","746","129","1073421","-164679",Canada,Ontario,Eastern Canada,Southern Province,Paleoproterozoic,"1967",undivided sedimentary rocks,seds mix low,"2211","178","5.186000000000000","7.391000000000000","3.848000000000000","1.710000000000000","39","14772","4828","4000","2000","2000","2000","16155","8472","18485","18485","6000","8472","16246","-0.446840000000000","-0.446840000000000","0.012340000000000","0.009840000000000","0.242190000000000","0.242190000000000","115.056560000000005","115.606639999999999","0.000680000000000","0.000840000000000","0.000980000000000","0.001060000000000","-28.866090000000000","-30.524950000000000","1.19655","5.833","1.31236","2.28066","3.7434","0.57402","-0.10551","3.70246",Train,Barren,NA,"0.429000000000000","3.672000000000000","5.881000000000000","0.951000000000000","6","25.000000000000000","2842.816707661349938","4259",FA001,Administrative Area,ONTARIO,CA,Canada,N,North America,"68.833907237836655","135.632027116610800","255","0","55","-5608.000000000000000","11.000000000000000","78.000000000000000","-9829.000000000000000","255","85","0"
"484",Copper Cliff South,.\dp\dp484.html,magmatic,"meteorite impact association; Sudbury offset-type","Ni; Cu; pge",Canada (Ontario),"46.45805000000","-81.08000000000",World Ni-Cu-PGE-Cr Deposits,"D. J. Good, O. R. Eckstrand, A. Yakubchuk, and Q. Gall",2015-09-30,"0.95100000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan,C:/Users/juanf/OneDrive/Documents/Project on Nickel Deposits Prediction/Bld_ai/Bld_ai/qgis_ontario_dataset_hyphotesis1_model - updated/NewCreatedLayers/Layer1/1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan.shp,"0.00053028653","0.14711075803","18039","13073",GEOLOGICAL UNIT,18a,18a,,,,"Siltstone, wacke, argillite","Huronian Supergroup (2.2 Ga to 2450 Ma); Elliot Lake Group; McKim Formation",PRECAMBRIAN (0.542 Ga to <3.85 Ga),PROTEROZOIC (0.542 Ga to 2.50 Ga),PALEOPROTEROZOIC (1.6 Ga to 2.5 Ga),,,SOUTHERN and SUPERIOR,,,,"CONTACT, SHARP, TREND, INTERPRETED",MCTGLSTI,,,"46.229097478287947","3376","3452","0","0","92712.406000000002678","59","59","30",K. D. Card,unclass_flt,Canada,unclassified fault,,Canada,faille de nature non dÄfinie,,"1773.631434504831304","8883.000000000000000","147946","746","129","1073421","-164679",Canada,Ontario,Eastern Canada,Southern Province,Paleoproterozoic,"1967",undivided sedimentary rocks,seds mix low,"2211","178","5.186000000000000","7.391000000000000","3.848000000000000","1.710000000000000","39","14772","4828","4000","2000","2000","2000","16155","8472","18485","18485","6000","8472","16246","-0.446840000000000","-0.446840000000000","0.012340000000000","0.009840000000000","0.242190000000000","0.242190000000000","115.056560000000005","115.606639999999999","0.000680000000000","0.000840000000000","0.000980000000000","0.001060000000000","-28.866090000000000","-30.524950000000000","1.19655","5.833","1.31236","2.28066","3.7434","0.57402","-0.10551","3.70246",Train,Barren,NA,"0.429000000000000","3.672000000000000","5.881000000000000","0.951000000000000","6","25.000000000000000","2085.074750034903900","4259",FA001,Administrative Area,ONTARIO,CA,Canada,N,North America,"68.833907237836655","135.632027116610800","255","0","55","-5750.000000000000000","14.000000000000000","0.000000000000000","-9938.000000000000000","255","170","0"
"495",Craig,.\dp\dp495.html,magmatic,"meteorite impact association; Sudbury contact-type; basal sulphide - impact melt","Ni; Cu; pge",Canada (Ontario),"46.63972000000","-81.38000000000",World Ni-Cu-PGE-Cr Deposits,"D. J. Good, O. R. Eckstrand, A. Yakubchuk, and Q. Gall",2015-09-30,"0.90900000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan,C:/Users/juanf/OneDrive/Documents/Project on Nickel Deposits Prediction/Bld_ai/Bld_ai/qgis_ontario_dataset_hyphotesis1_model - updated/NewCreatedLayers/Layer1/1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan.shp,"0.00304803780","0.54811416930","17559","9682",GEOLOGICAL UNIT,29b,29b,,,Sudbury Igneous Complex (1850 Ma),"Norite-gabbro, quartz norite, sublayer and offset rocks",,PRECAMBRIAN (0.542 Ga to <3.85 Ga),PROTEROZOIC (0.542 Ga to 2.50 Ga),PALEOPROTEROZOIC (1.6 Ga to 2.5 Ga),,,SOUTHERN and SUPERIOR,,,,"CONTACT, SHARP, TREND, INTERPRETED",MCTGLSTI,,,"152.629181790357819","3254","3385","0","0","63023.309000000001106","205","205","30",K. D. Card,unclass_flt,Canada,unclassified fault,,Canada,faille de nature non dÄfinie,,"1145.904433079514774","9464.000000000000000","151390","740","132","1043421","-149679",Canada,Ontario,Eastern Canada,Southern Province,Paleoproterozoic,"1716","mafic intrusive rocks-diorite, gabbro",volcanic mix mod,"1231","176","5.080000000000000","7.466000000000000","4.028000000000000","1.834000000000000","38","48303","4000","4000","8944","25612","26833","26833","0","4000","4000","4000","12649","12649","-0.182430000000000","-0.182430000000000","-0.008410000000000","0.014720000000000","0.391920000000000","0.391920000000000","501.197040000000015","526.300899999999956","0.000410000000000","0.000750000000000","0.001330000000000","0.002250000000000","-39.416969999999999","-41.577629999999999","1.30987","5.83608","0.56535","-0.58619","0.03172","-0.75437","-0.33671","0.17333",Train,Barren,NA,"0.506000000000000","7.085000000000000","4.260000000000000","0.909000000000000","10","25.000000000000000","2340.812801116384435","4259",FA001,Administrative Area,ONTARIO,CA,Canada,N,North America,"68.833907237836655","135.632027116610800","255","106","0","-7125.000000000000000","18.000000000000000","255.000000000000000","-8790.000000000000000","255","159","255"
"472",Crean Hill,.\dp\dp472.html,magmatic-hydrothermal,"meteorite impact association; Sudbury contact-type to footwall-type; low sulphide","Ni; Cu; pge",Canada (Ontario),"46.42890000000","-81.35083000000",World Ni-Cu-PGE-Cr Deposits,"D. J. Good, O. R. Eckstrand, A. Yakubchuk, and Q. Gall",2015-09-30,"0.93900000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan,C:/Users/juanf/OneDrive/Documents/Project on Nickel Deposits Prediction/Bld_ai/Bld_ai/qgis_ontario_dataset_hyphotesis1_model - updated/NewCreatedLayers/Layer1/1_WldNiCuPGECr_Canada_GBM_Ontario_vJuan.shp,"0.00367989098","0.42558744292","18024","10040",GEOLOGICAL UNIT,29b,29b,,,Sudbury Igneous Complex (1850 Ma),"Norite-gabbro, quartz norite, sublayer and offset rocks",,PRECAMBRIAN (0.542 Ga to <3.85 Ga),PROTEROZOIC (0.542 Ga to 2.50 Ga),PALEOPROTEROZOIC (1.6 Ga to 2.5 Ga),,,SOUTHERN and SUPERIOR,,,,"CONTACT, SHARP, TREND, INTERPRETED",MCTGLSTI,,,"4.569631081419372","3376","3452","0","0","92712.406000000002678","59","59","30",K. D. Card,unclass_flt,Canada,unclassified fault,,Canada,faille de nature non dÄfinie,,"3515.457510786169678","8515.000000000000000","145642","742","127","1053421","-174679",Canada,Ontario,Eastern Canada,Southern Province,Paleoproterozoic,"1967",undivided sedimentary rocks,seds mix low,"2004","175","5.113000000000000","7.546000000000000","3.984000000000000","1.782000000000000","39","28182","3414","2000","2000","3414","3414","3414","11498","15363","20688","24249","22000","19079","-0.162740000000000","-0.162740000000000","-0.010410000000000","-0.014780000000000","0.092400000000000","0.092400000000000","245.986880000000014","240.515809999999988","0.000970000000000","0.002150000000000","0.001270000000000","0.001430000000000","-27.542059999999999","-23.701840000000001","1.158","5.32315","1.23865","1.72619","2.16029","0.64127","0.27873","2.60617",Train,Barren,NA,"0.451000000000000","3.456000000000000","3.124000000000000","0.939000000000000","6","25.000000000000000","1313.325261397307713","4259",FA001,Administrative Area,ONTARIO,CA,Canada,N,North America,"68.833907237836655","135.632027116610800","255","0","182","-4639.000000000000000","26.000000000000000","44.000000000000000","-9628.000000000000000","255","0","182"
